0,2628,30,10,240,19,960,217,218,136,5645,1,1
0,2864,118,18,201,74,4567,248,221,93,4849,1,1
0,2827,160,28,134,65,3948,235,233,108,5474,1,1
0,2529,326,5,30,14,1062,207,234,166,5047,1,1
1,2808,99,7,382,95,3107,233,230,130,6341,1,1
0,2840,153,26,134,42,4613,241,231,102,4833,1,1
1,2795,79,10,531,96,2980,233,223,121,6497,1,1
0,2746,143,16,67,22,2440,241,235,119,6597,1,1
1,2847,352,26,150,82,3697,166,187,152,5796,1,1
1,2840,14,14,216,88,3552,206,210,140,5944,1,1
0,2537,42,7,210,17,1132,222,224,137,4919,1,1
1,2860,358,17,175,98,3705,191,206,151,5800,1,1
0,2818,332,26,30,17,4526,151,197,181,4978,1,1
0,2801,18,7,560,58,3084,215,226,148,6457,1,1
0,2791,63,10,418,48,2942,229,221,124,6606,1,1
0,2745,306,11,67,24,2416,190,234,184,6428,1,1
0,2514,102,6,272,-5,1082,230,233,137,4811,1,1
0,2788,13,16,30,8,4126,203,206,137,5396,1,1
0,2562,354,12,67,9,1057,200,218,156,5031,1,1
0,3073,173,12,108,-3,6836,227,246,149,2735,1,1
0,2978,71,10,426,85,5742,231,221,121,3792,1,1
1,2860,31,10,295,98,3644,218,218,135,5904,1,1
0,3067,164,11,85,7,6811,230,243,144,2774,1,1
0,2804,72,5,543,61,3115,225,231,141,6471,1,1
0,2567,34,9,190,16,1136,219,221,138,4924,1,1
0,2998,45,8,351,16,5842,223,222,134,3721,1,1
0,2684,84,12,150,2,1677,237,220,113,5693,1,1
0,2676,42,11,150,-5,1634,222,216,128,5655,1,1
1,2863,102,15,190,71,4389,244,219,100,5184,1,1
0,2574,170,5,170,23,1180,224,242,153,4910,1,1
0,2511,211,6,162,30,1071,216,245,166,4660,1,1
0,3067,32,4,30,-2,6679,219,230,147,2947,1,1
0,2909,57,16,134,23,5502,229,203,102,4084,1,1
1,2863,348,14,309,89,3918,193,216,161,5695,1,1
1,3182,105,11,408,33,6000,240,226,115,1184,1,1
1,2818,324,12,242,26,4156,189,227,177,5467,1,1
0,2752,332,6,342,24,2372,207,233,165,6131,1,1
0,2751,88,5,400,30,2322,228,231,137,6088,1,1
0,2569,102,7,228,18,1266,232,231,132,4844,1,1
1,3195,111,15,469,46,5941,245,222,101,1206,1,1
0,2982,53,14,240,63,5756,227,209,112,3880,1,1
1,2850,58,6,295,58,4394,225,227,137,5239,1,1
0,2586,76,4,190,30,1290,225,232,143,4875,1,1
1,2837,17,13,330,45,4241,208,211,138,5428,1,1
0,2723,99,6,301,34,2109,230,232,136,5793,1,1
0,3057,124,12,150,53,6508,240,231,118,3211,1,1
0,2818,119,19,30,10,5213,248,220,92,4497,1,1
0,2847,320,33,85,39,4983,120,190,199,4727,1,1
0,2606,112,11,30,4,1584,239,228,119,5106,1,1
0,2893,83,6,551,101,4011,229,230,135,5755,1,1
0,2716,1,10,234,27,2100,206,222,153,5581,1,1
0,2644,125,20,67,25,1719,249,221,90,5168,1,1
0,2613,37,5,216,34,1519,220,229,146,4818,1,1
0,2767,307,12,30,8,2796,187,233,186,6192,1,1
0,2939,56,18,95,20,5563,229,200,98,4224,1,1
0,3119,119,7,162,10,6660,233,234,133,2556,1,1
1,2942,346,12,30,3,5918,197,221,162,3900,1,1
1,2886,12,7,570,94,4295,213,226,150,5518,1,1
0,2775,344,13,42,7,2854,194,219,164,6177,1,1
0,2490,79,9,240,13,878,232,224,124,4184,1,1
1,3106,228,18,658,108,5984,191,254,196,1655,1,1
0,2831,284,24,60,23,5208,145,232,222,4611,1,1
0,2837,112,8,272,16,3649,235,231,128,6221,1,1
0,2890,299,23,180,79,5104,150,224,212,4734,1,1
0,2824,135,5,218,6,3583,227,238,144,6316,1,1
0,2728,135,3,242,32,2250,224,238,150,5515,1,1
1,2962,88,16,190,23,6095,242,212,95,3811,1,1
0,3142,220,11,424,69,6216,207,251,179,1989,1,1
0,2847,2,6,175,10,3757,212,229,154,6194,1,1
0,2536,34,5,242,16,1242,219,228,146,4201,1,1
1,2926,289,24,210,99,5126,145,228,220,4814,1,1
0,2893,21,6,295,36,4106,216,227,148,5865,1,1
0,2687,20,11,150,39,1986,212,217,140,4936,1,1
0,3109,211,17,424,55,6089,204,254,181,2017,1,1
1,2916,349,10,488,36,4472,202,223,160,5502,1,1
0,2795,18,3,218,17,3042,217,233,153,6073,1,1
0,2555,58,14,285,19,1231,230,209,109,4159,1,1
0,2499,42,13,497,-7,953,222,212,123,3950,1,1
1,3027,173,11,335,42,5678,227,245,149,1900,1,1
1,3096,160,15,85,16,6156,234,242,135,2310,1,1
0,2916,105,13,268,89,5618,242,223,108,4417,1,1
0,2591,42,12,350,22,1398,222,213,125,4224,1,1
1,3185,328,16,127,13,4763,178,219,180,1392,1,1
1,3021,221,10,324,39,5675,208,250,177,1937,1,1
0,3083,257,4,510,-25,6363,209,242,171,2873,1,1
0,2860,276,33,60,33,5292,115,226,240,4759,1,1
0,3008,196,15,228,20,5535,215,251,166,1924,1,1
1,3034,189,14,384,66,5754,220,250,160,2012,1,1
0,2873,130,16,67,16,4030,244,230,110,6091,1,1
1,3182,49,13,319,7,4767,225,211,118,1513,1,1
0,2998,102,12,384,158,6026,239,225,114,4121,1,1
0,2658,357,20,300,54,1597,184,199,149,4286,1,1
1,3175,15,7,366,92,4816,214,226,149,1584,1,1
1,2952,8,7,488,125,4953,212,227,152,5192,1,1
0,2622,95,12,484,39,1329,239,222,112,4086,1,1
0,2955,288,21,247,128,5224,156,233,215,4968,1,1
0,2837,66,9,201,23,3655,229,221,124,6341,1,1
1,3182,45,3,458,109,4723,220,232,149,1661,1,1
0,3077,129,3,618,43,6296,225,237,147,3261,1,1
0,2755,320,4,30,-1,2890,209,236,165,5468,1,1
1,3047,28,11,600,13,6414,216,215,134,3540,1,1
0,2880,86,12,30,3,4369,237,221,113,5906,1,1
1,3221,292,3,424,49,4401,212,238,165,1710,1,1
1,3182,115,10,553,10,4605,237,231,124,1768,1,1
1,3064,29,24,150,46,5051,204,182,104,2148,1,1
0,2827,332,15,42,9,3599,185,221,174,6067,1,1
0,2518,107,5,360,39,553,229,234,139,3522,1,1
1,3050,180,4,277,-3,5782,221,242,156,2721,1,1
1,3107,356,12,283,89,4855,201,219,155,2069,1,1
0,2995,173,15,268,135,6312,228,246,146,4135,1,1
0,2721,164,4,67,-2,1747,224,241,152,4191,1,1
1,3182,116,7,579,10,4425,233,233,133,1854,1,1
0,2724,132,11,60,-2,2720,238,234,124,4875,1,1
0,2515,90,9,313,39,511,233,227,125,3451,1,1
1,3017,46,22,212,52,5118,221,188,92,2352,1,1
0,3077,256,4,618,210,6230,210,242,170,3734,1,1
0,2929,338,8,190,39,4393,202,228,165,6106,1,1
0,2735,127,12,67,6,2806,240,232,120,4924,1,1
0,2893,319,20,150,43,5825,164,217,192,4667,1,1
1,3231,45,4,648,59,4173,221,231,147,1921,1,1
0,2560,89,10,218,34,731,235,224,120,3505,1,1
1,3162,43,15,484,144,4657,221,205,115,2188,1,1
1,2982,188,14,120,-2,5501,220,250,160,2750,1,1
0,2916,138,21,127,49,6349,247,227,98,4206,1,1
0,2890,63,17,153,35,3670,233,202,96,5757,1,1
0,2704,45,10,323,22,1323,223,219,130,3734,1,1
1,3198,23,18,604,180,4545,207,200,124,2285,1,1
0,2985,214,5,342,63,5495,215,245,166,3195,1,1
0,3011,323,21,443,161,5838,164,214,188,4910,1,1
0,3024,312,18,474,177,5785,169,224,194,4961,1,1
0,2763,7,12,85,17,2850,205,216,148,4788,1,1
1,3244,56,16,618,76,3865,229,204,104,2225,1,1
1,2955,9,10,85,10,5167,209,221,149,2819,1,1
1,3201,10,13,984,180,4136,205,213,143,2289,1,1
0,2985,167,13,458,66,5571,230,244,144,3519,1,1
0,2539,23,17,90,15,488,207,201,125,3115,1,1
0,3001,260,8,720,134,5790,200,245,183,3903,1,1
1,2952,51,10,150,16,5123,225,218,126,2960,1,1
0,2962,211,13,255,43,5365,209,252,177,3337,1,1
0,2727,45,4,124,21,2285,221,231,147,4245,1,1
0,3004,167,17,603,137,5798,232,244,137,4031,1,1
0,2886,22,8,285,31,3849,215,222,144,5557,1,1
1,3024,344,8,600,105,5201,203,227,163,5764,1,1
0,3034,187,14,335,148,6084,221,249,158,4921,1,1
0,2903,279,13,190,26,4179,184,241,197,5904,1,1
1,2926,245,4,30,7,5180,212,243,169,3331,1,1
0,2942,200,16,180,23,5276,212,252,170,3470,1,1
0,2991,54,13,495,65,4849,227,211,115,6214,1,1
0,2742,116,9,150,21,2475,236,231,126,4314,1,1
0,2606,356,18,67,26,911,188,205,152,3174,1,1
1,3244,326,5,750,53,3730,207,234,166,2460,1,1
1,3237,27,14,997,36,4002,213,210,130,2506,1,1
0,2616,359,24,42,15,977,176,187,142,3186,1,1
0,2913,16,11,457,58,3974,211,217,142,5568,1,1
0,2813,48,7,201,35,3018,223,225,137,4729,1,1
0,2530,149,1,319,51,234,221,238,154,2726,1,1
1,3260,45,7,503,69,3558,222,225,138,2531,1,1
0,3047,90,3,870,128,5484,224,234,146,5635,1,1
1,2955,60,20,201,33,4934,231,195,88,3248,1,1
0,2893,77,13,85,7,6012,236,215,107,4682,1,1
1,2965,38,24,247,49,4883,212,181,92,3315,1,1
0,3037,230,15,570,151,5985,196,252,191,5238,1,1
0,3027,152,10,792,108,5316,233,240,138,5912,1,1
0,2756,70,16,120,35,2501,235,208,100,4210,1,1
0,2939,325,6,510,62,4078,206,234,167,5584,1,1
1,3198,126,9,418,23,4200,235,234,130,2858,1,1
1,3195,90,7,362,20,4243,231,229,132,2880,1,1
0,2975,222,6,360,89,5719,213,245,169,4519,1,1
0,2890,84,13,30,4,5918,238,218,108,4761,1,1
0,3018,109,10,815,132,5833,238,229,121,5486,1,1
0,3011,85,5,842,85,5389,228,231,137,5975,1,1
1,3221,79,16,618,20,3968,239,210,96,2868,1,1
0,3004,135,7,811,78,5383,231,237,138,6017,1,1
0,2572,49,20,384,53,391,224,192,94,2509,1,1
1,3260,128,11,743,46,3824,238,233,124,2854,1,1
1,3198,9,8,301,23,4099,211,224,150,3076,1,1
0,2975,260,8,391,66,6071,200,245,183,5262,1,1
0,2995,176,10,690,86,6068,226,246,152,5533,1,1
0,2913,144,8,210,20,5478,232,239,139,4733,1,1
1,2982,175,9,424,56,5267,225,245,153,6500,1,1
0,2945,209,12,362,36,5877,211,251,173,5354,1,1
1,2995,143,2,631,23,5459,223,238,151,6349,1,1
0,2959,288,8,120,14,4683,199,240,180,5920,1,1
0,2796,114,13,60,8,2599,242,226,111,3934,1,1
0,2785,315,2,60,-2,2486,214,237,161,3829,1,1
0,2784,325,17,153,33,1798,177,220,182,3198,1,1
0,2789,320,15,182,50,1771,181,225,183,3174,1,1
0,2922,162,19,240,22,5076,235,241,129,4536,1,1
0,3008,135,3,931,36,5727,224,238,150,6096,1,1
0,2978,73,10,323,49,5160,232,221,121,6368,1,1
0,2892,54,11,134,12,3178,226,217,123,4457,1,1
0,2521,45,10,42,2,408,223,218,129,2066,1,1
1,2985,72,7,497,13,5372,228,227,133,6482,1,1
1,3057,39,19,626,144,4435,217,196,107,3955,1,1
0,2829,78,9,60,8,2941,232,223,123,4187,1,1
1,3136,329,13,789,-13,4228,187,223,175,3798,1,1
0,2548,355,14,60,7,551,197,215,155,2058,1,1
0,2962,89,9,42,3,4891,234,225,122,6046,1,1
0,2808,15,13,201,20,2431,208,213,141,3651,1,1
0,2749,87,12,516,43,1499,238,220,111,2797,1,1
1,3155,328,14,849,-19,4184,185,222,177,3871,1,1
0,2991,285,11,849,98,5939,189,240,191,6068,1,1
0,2968,108,5,306,49,4113,229,234,138,5265,1,1
0,2932,77,13,108,21,3911,236,216,108,5067,1,1
0,2808,356,7,153,3,2592,209,227,157,3757,1,1
1,2794,106,4,210,37,1888,227,234,142,3079,1,1
1,3080,24,17,659,167,4377,208,201,125,4176,1,1
1,2936,52,16,180,27,4656,227,203,105,4456,1,1
0,2913,261,10,313,10,5706,197,245,187,5517,1,1
0,2919,232,8,323,19,5728,207,248,178,5539,1,1
0,2978,257,6,85,13,4795,205,244,177,5905,1,1
0,2574,312,14,134,32,636,183,229,187,1924,1,1
1,3142,59,21,730,-32,4155,231,192,85,4070,1,1
1,2804,15,10,212,47,1917,211,219,144,3031,1,1
0,2595,9,14,42,19,799,204,212,144,2010,1,1
0,2929,232,8,366,33,5835,208,247,177,5776,1,1
0,3001,246,9,764,101,5961,201,247,184,6227,1,1
0,2813,94,7,371,56,1800,231,230,132,2872,1,1
0,2988,342,6,192,26,4805,208,231,162,5836,1,1
0,2804,61,7,362,10,1838,226,225,133,2825,1,1
1,3001,78,10,335,29,5320,234,221,118,6310,1,1
0,2914,141,9,277,18,3471,234,238,135,4430,1,1
0,2668,41,17,283,68,1276,219,200,110,2240,1,1
1,3185,129,12,481,10,3899,240,233,121,4273,1,1
1,2913,216,9,268,20,5715,211,249,173,5983,1,1
1,3168,72,5,418,-6,3855,226,230,138,4394,1,1
0,2955,30,9,30,3,4478,218,220,137,5370,1,1
0,2932,100,7,30,-6,4280,232,231,131,5166,1,1
1,3201,53,7,488,26,3667,224,225,135,4255,1,1
1,2903,236,5,212,10,5656,211,244,171,6046,1,1
0,2874,352,2,400,19,2869,216,236,157,3653,1,1
1,2903,254,6,212,3,5689,206,244,176,6195,1,1
1,3257,336,9,693,52,3443,199,227,167,4246,1,1
1,3188,278,5,210,13,3634,206,241,173,4526,1,1
0,2952,62,8,192,30,4487,227,223,130,5251,1,1
1,2932,237,16,342,36,5797,189,252,198,6409,1,1
0,3050,281,4,630,85,5540,209,240,169,6162,1,1
0,2955,285,11,212,19,4302,188,240,192,5057,1,1
0,2791,41,17,458,-18,1740,220,201,111,2294,1,1
1,3172,162,3,180,7,3632,222,240,153,4624,1,1
1,3116,69,14,297,-6,3870,234,212,107,4802,1,1
1,3182,122,6,134,7,3510,230,235,138,4585,1,1
0,3024,81,9,218,49,4152,233,224,123,5114,1,1
0,2962,251,9,480,66,5863,201,246,183,6356,1,1
0,2978,27,4,192,13,4780,218,230,149,5502,1,1
0,2945,348,13,255,32,3768,194,217,161,4425,1,1
1,3149,188,7,134,17,3718,221,245,159,4831,1,1
1,2833,150,15,242,23,1953,238,238,126,2407,1,1
1,3136,185,10,42,4,3623,222,248,158,4858,1,1
0,2851,49,13,268,46,2538,225,211,118,3037,1,1
0,2933,111,8,300,20,3644,234,231,129,4221,1,1
1,3267,85,10,484,62,3194,235,223,119,4518,1,1
1,3188,30,16,85,13,3340,213,203,121,4753,1,1
0,2955,37,5,426,42,3905,220,229,145,4475,1,1
0,3001,276,9,752,103,5893,197,242,184,6012,1,1
0,3008,281,10,780,110,5864,194,241,187,5998,1,1
0,2942,28,5,391,29,3707,218,230,148,4228,1,1
0,2921,331,9,395,8,3516,200,230,169,4024,1,1
0,2985,315,5,361,20,5023,206,235,169,5570,1,1
0,2978,289,14,570,42,4480,179,238,198,5007,1,1
0,2889,51,20,362,66,2689,225,193,94,3049,1,1
0,2814,103,3,210,4,2145,225,235,145,2316,1,1
0,2938,127,9,408,107,2896,236,234,128,3239,1,1
0,2828,95,11,127,15,2467,238,224,116,2714,1,1
1,3146,95,12,240,-28,3287,239,222,112,5052,1,1
0,2977,94,8,466,12,4283,232,229,129,4676,1,1
0,3034,45,2,680,46,5544,220,234,151,5490,1,1
1,3083,61,19,192,-9,3320,232,197,90,5380,1,1
1,3044,23,5,210,-25,3481,217,228,148,5476,1,1
1,2982,90,8,242,-35,3695,232,228,129,5609,1,1
0,2901,176,15,256,49,3181,226,247,149,3360,1,1
0,2995,66,6,247,13,4770,227,227,135,5126,1,1
0,2528,151,6,108,4,598,228,240,145,390,1,1
1,3188,112,8,60,3,2880,235,231,128,5166,1,1
0,2939,243,24,400,41,5619,164,250,217,5753,1,1
0,3008,215,11,696,112,5880,209,251,176,5600,1,1
0,3021,238,9,815,125,5855,204,248,181,5543,1,1
0,2937,80,11,330,15,4094,234,221,118,4354,1,1
0,2844,317,10,67,20,2758,194,231,178,2724,1,1
0,2781,13,3,351,25,2148,216,233,154,1707,1,1
0,2945,252,18,421,47,5615,176,249,209,5686,1,1
0,2857,143,12,85,8,3111,238,237,127,3161,1,1
1,3021,53,7,258,-12,3544,224,224,134,5720,1,1
1,2919,141,3,192,3,3992,225,238,149,6047,1,1
0,2800,185,9,170,22,2382,222,246,158,2001,1,1
1,2773,151,18,350,119,1680,240,237,119,983,1,1
1,2759,144,17,300,105,1590,242,234,115,895,1,1
1,2714,117,20,242,93,1470,250,217,85,779,1,1
1,2671,109,26,175,55,1350,253,200,58,664,1,1
0,2975,126,9,120,3,4763,235,234,130,4928,1,1
1,2775,148,19,335,101,1770,242,234,113,1061,1,1
1,2746,149,18,268,92,1620,240,236,119,912,1,1
1,2743,148,19,255,89,1590,242,235,114,883,1,1
1,2717,108,16,201,79,1500,246,220,98,794,1,1
1,2751,136,14,277,77,1680,241,234,119,967,1,1
1,2739,131,14,242,75,1620,242,232,116,908,1,1
1,2733,133,16,228,79,1590,244,231,111,878,1,1
1,2716,117,15,175,62,1500,245,225,105,789,1,1
1,2611,99,14,30,2,1200,243,220,103,495,1,1
0,3060,167,18,95,16,3251,232,244,136,5755,1,1
0,2899,120,8,162,19,3944,234,234,132,4034,1,1
0,2785,202,8,134,18,2429,217,247,165,1860,1,1
1,2723,127,16,190,69,1560,245,228,108,845,1,1
1,2656,110,23,85,35,1350,252,208,72,636,1,1
1,3064,194,10,30,4,3111,218,249,164,5721,1,1
0,3050,167,16,67,6,3229,231,244,140,5783,1,1
0,3004,141,13,124,3,3500,239,236,124,5934,1,1
0,2952,58,10,201,16,3736,228,218,123,6078,1,1
1,3034,68,12,362,43,5550,232,216,114,5100,1,1
1,2703,130,20,127,49,1500,248,225,97,780,1,1
1,2685,128,23,95,31,1440,251,218,81,722,1,1
1,2661,119,25,67,23,1380,253,210,70,663,1,1
1,3050,139,13,30,-3,3127,240,235,123,5770,1,1
1,3060,342,5,495,69,5700,209,232,161,5139,1,1
1,2704,123,18,124,40,1530,247,224,99,797,1,1
1,2676,129,24,67,22,1440,251,217,79,713,1,1
1,3060,45,13,30,3,3046,223,211,120,5768,1,1
0,2975,136,15,124,7,3543,243,232,114,6039,1,1
1,3067,21,4,518,76,5739,217,231,151,5125,1,1
1,2719,128,16,150,45,1621,244,229,109,874,1,1
1,2700,115,19,67,26,1533,249,218,90,779,1,1
1,2673,108,22,42,9,1473,251,208,72,721,1,1
1,3050,80,8,360,59,5638,231,225,127,4978,1,1
0,2858,125,8,268,7,3288,233,235,134,3034,1,1
0,2854,163,9,285,5,3246,229,243,146,2974,1,1
1,3047,56,11,95,29,3182,227,218,123,5994,1,1
0,2873,351,6,201,11,3459,210,230,159,3242,1,1
1,2676,9,14,30,2,1481,204,212,144,700,1,1
1,2678,9,15,42,7,1421,202,209,142,641,1,1
0,2839,120,9,190,23,3055,236,233,128,2612,1,1
0,2792,86,7,228,4,2862,230,229,132,2282,1,1
1,3103,74,11,201,49,2870,233,219,116,5920,1,1
0,2995,6,14,201,13,5167,202,213,146,4670,1,1
1,2991,282,8,268,32,5024,198,241,182,4582,1,1
0,3004,31,6,180,13,5222,219,228,145,4624,1,1
0,2945,258,14,376,45,5535,186,247,199,5134,1,1
0,3054,270,1,390,63,5742,215,239,161,4830,1,1
1,2978,75,5,295,50,4847,227,230,137,4455,1,1
0,2756,30,4,150,2,2571,218,231,149,1770,1,1
0,2928,315,1,150,23,4194,215,237,160,4050,1,1
0,2770,95,3,258,7,2813,224,235,147,2011,1,1
0,2656,77,23,283,-23,1320,242,190,66,518,1,1
0,2750,124,5,150,9,2370,229,236,140,1565,1,1
0,2907,45,7,350,13,4041,222,225,138,3783,1,1
0,2781,65,13,42,6,3162,232,214,112,2465,1,1
0,2715,203,5,124,-1,1920,217,245,164,1120,1,1
1,2968,338,11,216,23,3426,196,225,167,6508,1,1
0,2739,130,8,134,26,2160,234,236,133,1366,1,1
0,2922,129,3,218,18,4283,225,237,147,4027,1,1
0,2792,101,6,108,29,3180,230,232,135,2442,1,1
1,3064,90,8,371,23,2822,232,228,129,6357,1,1
0,3041,243,14,513,50,5911,192,250,195,4636,1,1
0,2888,32,8,470,72,3700,219,224,141,3164,1,1
1,3080,180,1,247,39,2715,219,239,157,6347,1,1
0,2613,132,27,170,55,1260,251,215,73,558,1,1
1,2978,135,4,108,13,3247,226,238,146,6576,1,1
0,2773,81,14,108,24,3019,238,215,106,2338,1,1
1,3057,90,8,390,16,2783,232,228,129,6452,1,1
0,3064,45,16,228,60,5623,223,203,110,4361,1,1
0,2742,174,9,268,23,2455,226,245,152,1725,1,1
0,2677,167,16,85,9,1680,231,244,140,953,1,1
0,2567,140,18,60,9,1110,244,232,110,492,1,1
0,2739,142,6,228,20,2465,229,239,143,1761,1,1
0,3001,267,14,641,101,5749,182,245,201,4570,1,1
1,3014,5,31,95,54,4950,165,164,123,3973,1,1
0,2584,343,13,150,39,812,192,219,165,480,1,1
0,2902,104,6,558,89,3643,230,233,136,3107,1,1
1,3047,155,9,424,85,2760,231,241,142,6661,1,1
0,2909,212,6,212,50,4092,215,246,168,3586,1,1
0,2910,198,5,234,51,4063,218,244,161,3556,1,1
1,3011,108,10,212,36,2912,237,229,122,6632,1,1
1,2998,68,8,124,23,2987,228,225,130,6557,1,1
0,3011,263,12,674,111,5753,189,246,196,4386,1,1
1,3008,24,12,309,36,5353,213,214,135,3950,1,1
1,3004,18,10,192,29,5232,212,219,143,3899,1,1
1,3031,81,6,513,27,5542,228,230,136,4002,1,1
0,2939,288,5,379,39,5448,207,239,171,4506,1,1
0,2949,277,12,437,49,5506,186,242,195,4471,1,1
1,3028,323,9,242,53,5079,196,230,174,3771,1,1
0,2932,96,7,247,17,3861,232,229,129,5585,1,1
0,2909,72,5,324,5,4554,226,230,138,5006,1,1
0,2900,180,3,300,-2,4725,220,241,156,4880,1,1
0,2867,143,12,437,114,3363,237,237,129,2963,1,1
1,3047,356,10,618,75,5664,204,222,156,3811,1,1
0,2998,340,7,108,16,2978,205,230,163,6224,1,1
0,2962,276,7,497,47,3610,201,242,179,5658,1,1
0,2759,160,12,120,35,2782,233,242,139,2462,1,1
0,2646,9,33,60,9,1771,165,156,112,1518,1,1
0,3027,217,17,700,127,5844,201,254,185,4011,1,1
1,2919,117,15,175,33,4375,244,225,106,3311,1,1
0,2690,343,24,120,34,1816,163,195,165,1645,1,1
0,2660,3,9,297,60,1307,207,222,152,1249,1,1
0,2955,235,21,451,55,5590,180,253,205,4074,1,1
0,2953,120,13,134,3,4518,241,229,115,3297,1,1
1,2887,124,17,95,13,4252,246,226,102,3273,1,1
0,3014,338,8,150,23,2888,202,228,165,6169,1,1
1,2995,62,11,484,17,3209,230,216,118,5849,1,1
0,2982,47,9,437,-7,3387,223,220,131,5641,1,1
0,2739,311,10,270,80,1765,193,233,180,1742,1,1
0,2983,5,5,400,-6,3406,213,230,154,5600,1,1
0,2916,243,3,335,16,5442,213,242,166,4030,1,1
1,3047,135,3,932,141,5900,224,238,149,3591,1,1
0,2690,318,7,514,78,967,202,234,171,1310,1,1
0,2599,89,10,30,-1,558,235,224,120,1233,1,1
0,2919,264,7,408,19,5490,202,244,181,3945,1,1
0,2975,253,12,616,59,5780,193,248,193,3739,1,1
0,2617,83,9,127,16,573,233,224,122,1290,1,1
0,2939,19,11,60,7,3980,212,217,141,5016,1,1
0,2784,348,13,170,37,2758,194,217,161,2687,1,1
1,2850,108,22,42,14,3976,251,210,76,2971,1,1
0,2919,236,7,350,16,5470,208,246,176,3853,1,1
0,2995,233,14,638,89,5932,196,252,191,3487,1,1
0,2817,32,15,390,74,2561,216,207,124,2613,1,1
0,2932,18,2,485,13,4326,217,234,154,4597,1,1
0,2826,11,7,366,73,2648,213,225,150,2704,1,1
0,2795,47,10,451,95,2260,224,219,129,2389,1,1
0,2760,62,5,547,66,1842,224,230,142,2079,1,1
0,2700,76,9,433,-15,1124,231,224,126,1691,1,1
0,3001,238,9,592,92,5966,204,248,181,3379,1,1
0,2699,165,3,390,2,908,222,240,154,1670,1,1
